date,irain,rain,itemp,temp,iwb,wetb,dewpt,vappr,rhum,msl,iwdsp,wdsp,iwddir,wddir,ww,w,sun,vis,clht,clamt
2017-04-30 20:00:00,0,0,0,8.9,0,8.1,7.3,10.2,89,998.2,2,7,2,80,2,11,0,17000,44,7
2017-04-30 21:00:00,0,0,0,9.2,0,8.4,7.5,10.4,89,998.7,2,9,2,90,2,62,0,25000,42,7
2017-04-30 22:00:00,0,0,0,9.1,0,8.4,7.7,10.5,91,999,2,8,2,110,2,11,0,30000,10,7
2017-04-30 23:00:00,0,0,0,9.1,0,8.5,7.9,10.6,92,999.6,2,6,2,100,2,11,0,30000,8,8
2017-05-01 00:00:00,0,0,0,8.5,0,8.1,7.7,10.5,94,1000.3,2,5,2,80,2,11,0,30000,45,7
2017-05-01 01:00:00,0,0,0,8.1,0,7.8,7.4,10.3,96,1000.6,2,5,2,90,2,11,0,25000,42,7
2017-05-01 02:00:00,0,0,0,8.3,0,8.1,7.8,10.6,97,1000.8,2,4,2,40,2,11,0,25000,42,7
2017-05-01 03:00:00,0,0,0,8.1,0,7.9,7.6,10.5,97,1001.6,2,4,2,30,2,11,0,20000,40,7
2017-05-01 04:00:00,0,0,0,8.4,0,7.9,7.4,10.2,93,1001.9,2,4,2,350,2,11,0,20000,45,7
2017-05-01 05:00:00,3,0.1,0,8.5,0,8.1,7.7,10.5,94,1002.6,2,6,2,10,10,22,0,6000,45,8
2017-05-01 06:00:00,0,0,0,8.7,0,8.3,7.8,10.6,94,1003.9,2,8,2,10,10,22,0,7000,50,8
2017-05-01 07:00:00,0,0,0,9,0,8.5,8,10.7,93,1004.5,2,8,2,20,10,22,0,10000,50,8
2017-05-01 08:00:00,0,0,0,10.2,0,9.3,8.4,11,88,1005.2,2,8,2,10,10,22,0.1,10000,12,7
2017-05-01 09:00:00,0,0,0,11,0,9.6,8.1,10.8,83,1005.7,2,8,2,360,10,22,0.9,12000,14,7
2017-05-01 10:00:00,0,0,0,12.3,0,10.7,9.1,11.6,81,1006.2,2,10,2,10,2,11,1,16000,28,6
2017-05-01 11:00:00,0,0,0,12.4,0,10.3,8.2,10.8,75,1007.3,2,12,2,20,2,11,0.7,16000,28,6
2017-05-01 12:00:00,0,0,0,12.7,0,10.4,8,10.8,73,1008.1,2,13,2,20,2,11,0.6,16000,17,6
2017-05-01 13:00:00,0,0,0,13.6,0,11,8.5,11,71,1008.7,2,12,2,20,2,11,0.9,16000,999,3
2017-05-01 14:00:00,0,0,0,14,0,11.2,8.4,11.1,69,1008.9,2,11,2,30,2,11,1,25000,999,1
2017-05-01 15:00:00,0,0,0,14.5,0,11.3,8.2,10.8,66,1009.6,2,10,2,30,2,11,1,25000,999,1
2017-05-01 16:00:00,0,0,0,14.1,0,11.1,8,10.8,67,1010.3,2,11,2,60,2,11,1,25000,999,1
2017-05-01 17:00:00,0,0,0,13.7,0,10.3,6.6,9.8,63,1011,2,10,2,60,2,11,1,25000,999,1
2017-05-01 18:00:00,0,0,0,13.4,0,10.1,6.5,9.7,63,1011.6,2,8,2,60,2,11,1,25000,999,1
2017-05-01 19:00:00,0,0,0,12.3,0,9.4,6.2,9.5,66,1012.4,2,6,2,60,2,11,0.9,25000,999,1
2017-05-01 20:00:00,0,0,0,10.2,0,8.3,6.2,9.4,76,1013.2,2,4,2,70,2,11,0,25000,999,1
2017-05-01 21:00:00,0,0,0,7.2,0,5.9,4.3,8.2,81,1014,2,2,2,50,2,11,0,25000,999,1
2017-05-01 22:00:00,0,0,0,5.9,0,5.1,4.1,8.1,88,1015,2,5,2,50,2,11,0,25000,999,0
2017-05-01 23:00:00,3,0,0,4.9,0,4.6,4.2,8.2,95,1015.7,2,5,2,50,2,11,0,25000,999,0
2017-05-02 00:00:00,3,0,0,4.2,0,4.2,4.1,8.2,100,1016.2,2,3,2,10,2,11,0,15000,999,0
2017-05-02 01:00:00,3,0,0,4.1,0,4,3.9,8,98,1016.6,2,2,2,360,2,11,0,15000,999,0
2017-05-02 02:00:00,3,0,0,4.7,0,4.5,4.2,8.3,97,1017.3,2,4,2,20,2,11,0,15000,999,0
2017-05-02 03:00:00,3,0,0,3.8,0,3.6,3.4,7.7,97,1017.5,2,5,2,70,2,11,0,15000,999,0
2017-05-02 04:00:00,3,0,0,6.5,0,6.2,5.9,9.2,95,1018.1,2,6,2,60,2,11,0,15000,999,1
2017-05-02 05:00:00,0,0,0,5.1,0,4.8,4.5,8.4,95,1018.9,2,7,2,60,2,11,0,18000,999,1
2017-05-02 06:00:00,0,0,0,7.3,0,7.2,7.1,10.1,99,1019.4,2,7,2,40,2,11,0,18000,7,6
2017-05-02 07:00:00,0,0,0,9.2,0,8.5,7.8,10.5,91,1020.3,2,8,2,70,2,11,0,15000,7,7
2017-05-02 08:00:00,0,0,0,9.5,0,8.7,7.8,10.6,89,1020.9,2,9,2,70,2,11,0,14000,10,8
2017-05-02 09:00:00,0,0,0,9.7,0,8.7,7.5,10.4,87,1021.6,2,10,2,70,2,11,0.1,12000,10,8
2017-05-02 10:00:00,0,0,0,10.9,0,9.5,8,10.7,82,1021.9,2,10,2,90,2,11,0.1,15000,11,8
2017-05-02 11:00:00,0,0,0,11.3,0,9.8,8.2,10.9,82,1022.3,2,9,2,80,2,11,0.1,15000,11,8
2017-05-02 12:00:00,0,0,0,12.6,0,10.7,8.8,11.3,78,1022.3,2,7,2,80,2,11,0.4,18000,20,6
2017-05-02 13:00:00,0,0,0,12.9,0,10.4,7.8,10.6,71,1022.7,2,7,2,60,2,11,0.6,20000,18,6
2017-05-02 14:00:00,0,0,0,12.9,0,10.2,7.4,10.3,69,1023,2,8,2,60,2,11,0.7,16000,19,6
2017-05-02 15:00:00,0,0,0,12.6,0,9.9,7.1,10,69,1023.2,2,9,2,60,2,11,1,16000,999,4
2017-05-02 16:00:00,0,0,0,12.4,0,9.6,6.6,9.7,67,1023.5,2,11,2,60,2,11,1,20000,999,2
2017-05-02 17:00:00,0,0,0,11.9,0,9.5,6.8,9.9,71,1023.7,2,10,2,70,2,11,1,16000,999,1
2017-05-02 18:00:00,0,0,0,10.9,0,9.2,7.3,10.3,79,1023.8,2,9,2,70,10,11,1,8000,999,1
2017-05-02 19:00:00,0,0,0,9.8,0,8.5,7.1,10.1,83,1024.7,2,8,2,60,10,0,1,9000,999,1
2017-05-02 20:00:00,0,0,0,8.3,0,7.4,6.4,9.6,87,1025,2,7,2,70,10,0,0.2,15000,999,1
2017-05-02 21:00:00,0,0,0,7.6,0,7.1,6.4,9.7,93,1025.4,2,6,2,50,2,11,0,20000,999,1
2017-05-02 22:00:00,0,0,0,8.3,0,7.3,6.1,9.4,86,1025.6,2,7,2,40,2,11,0,20000,999,1
2017-05-02 23:00:00,3,0,0,5.4,0,5,4.5,8.4,94,1026,2,6,2,20,2,11,0,20000,999,1
2017-05-03 00:00:00,3,0,0,6,0,5.7,5.3,8.9,95,1026.2,2,6,2,20,2,11,0,16000,999,1
2017-05-03 01:00:00,3,0,0,5.2,0,4.9,4.5,8.4,95,1026.5,2,7,2,40,10,0,0,12000,999,1
2017-05-03 02:00:00,3,0,0,6.1,0,6,5.8,9.3,98,1026.6,2,6,2,60,10,0,0,8000,999,2
2017-05-03 03:00:00,0,0,0,7.7,0,7.4,7,10.1,96,1026.7,2,7,2,80,10,11,0,8000,10,5
2017-05-03 04:00:00,0,0,0,8.3,0,7.7,7,10,92,1027.1,2,9,2,80,10,22,0,8000,8,7
2017-05-03 05:00:00,0,0,0,8.2,0,7.6,6.8,10,92,1027.5,2,7,2,70,10,22,0,10000,10,6
2017-05-03 06:00:00,0,0,0,8.4,0,7.4,6.3,9.5,86,1027.9,2,9,2,70,2,11,0.4,16000,10,5
2017-05-03 07:00:00,0,0,0,9,0,7.5,5.6,9.2,80,1028.4,2,12,2,80,2,11,0.8,16000,15,5
2017-05-03 08:00:00,0,0,0,9.7,0,7.7,5.4,8.9,74,1028.9,2,13,2,70,2,11,1,18000,15,4
2017-05-03 09:00:00,0,0,0,10.7,0,8.3,5.5,9,70,1029,2,14,2,70,2,11,1,20000,999,2
2017-05-03 10:00:00,0,0,0,11.3,0,8.3,4.8,8.5,64,1029,2,15,2,70,2,11,1,20000,999,2
2017-05-03 11:00:00,0,0,0,12,0,8.4,4,8.1,58,1029.1,2,13,2,60,2,11,1,20000,999,1
2017-05-03 12:00:00,0,0,0,12.8,0,8.4,2.8,7.5,51,1028.7,2,13,2,60,2,11,1,30000,999,1
2017-05-03 13:00:00,0,0,0,13.8,0,8.9,2.9,7.5,47,1028.6,2,15,2,50,2,11,1,40000,999,1
2017-05-03 14:00:00,0,0,0,13.7,0,8.7,2.5,7.2,46,1028.3,2,16,2,40,2,11,1,40000,999,1
2017-05-03 15:00:00,0,0,0,14.4,0,9.2,2.7,7.5,46,1027.8,2,15,2,40,2,11,1,40000,999,0
2017-05-03 16:00:00,0,0,0,14.6,0,9.7,3.9,8.1,49,1027.3,2,16,2,40,2,11,1,50000,999,0
2017-05-03 17:00:00,0,0,0,14.4,0,9.3,3.2,7.6,47,1027.4,2,16,2,40,2,11,1,50000,999,1
2017-05-03 18:00:00,0,0,0,13.6,0,9,3.5,7.8,50,1027,2,16,2,40,2,11,1,50000,999,1
2017-05-03 19:00:00,0,0,0,12.5,0,8.3,3,7.6,52,1027.2,2,16,2,40,2,11,1,50000,999,3
2017-05-03 20:00:00,0,0,0,10.3,0,7.5,4,8.1,65,1027.9,2,11,2,50,2,11,0.2,50000,999,3
2017-05-03 21:00:00,0,0,0,9.8,0,7.3,4.2,8.2,68,1027.8,2,10,2,50,2,11,0,40000,220,7
2017-05-03 22:00:00,0,0,0,9.7,0,7.4,4.5,8.5,70,1028,2,10,2,60,2,11,0,30000,250,5
2017-05-03 23:00:00,0,0,0,9,0,7.4,5.4,9,79,1028.3,2,9,2,50,2,11,0,30000,999,2
2017-05-04 00:00:00,0,0,0,9.2,0,7.5,5.4,9,77,1028.1,2,9,2,60,2,11,0,30000,999,3
2017-05-04 01:00:00,0,0,0,8.7,0,7.1,5.2,8.8,78,1028,2,12,2,60,2,11,0,30000,190,5
2017-05-04 02:00:00,0,0,0,8.3,0,6.9,5.2,8.8,81,1027.5,2,13,2,60,2,11,0,30000,999,3
2017-05-04 03:00:00,0,0,0,7.8,0,6.6,5,8.8,83,1027.5,2,11,2,50,2,11,0,25000,999,3
2017-05-04 04:00:00,0,0,0,8.2,0,7.1,5.7,9.2,85,1027.1,2,11,2,50,2,11,0,25000,48,6
2017-05-04 05:00:00,3,0,0,8.6,0,7.2,5.6,9,81,1026.8,2,12,2,60,2,11,0,25000,48,7
2017-05-04 06:00:00,0,0,0,9.1,0,7.4,5.4,8.9,77,1026.7,2,14,2,50,2,11,0,25000,39,7
2017-05-04 07:00:00,0,0,0,9.7,0,7.9,5.8,9.2,77,1027,2,15,2,60,2,11,0,25000,48,7
2017-05-04 08:00:00,0,0,0,9.7,0,7.9,5.7,9.2,77,1027.1,2,16,2,60,2,11,0.1,25000,50,7
2017-05-04 09:00:00,0,0,0,10.8,0,8.5,5.9,9.3,71,1027.2,2,17,2,60,2,11,0.2,25000,60,6
2017-05-04 10:00:00,0,0,0,11,0,8.3,5.2,8.8,67,1027.1,2,17,2,60,2,11,0,25000,60,6
2017-05-04 11:00:00,0,0,0,12.5,0,9.2,5.5,9,62,1026.9,2,19,2,50,2,11,0.7,40000,220,7
2017-05-04 12:00:00,0,0,0,12.9,0,9.3,5.2,8.8,59,1026.9,2,19,2,60,2,11,0.4,40000,60,7
2017-05-04 13:00:00,0,0,0,13.6,0,9.7,5.2,8.9,57,1026.6,2,20,2,50,2,11,0.9,40000,60,5
2017-05-04 14:00:00,0,0,0,14.3,0,10.1,5.4,9,55,1026.4,2,19,2,60,2,11,1,40000,200,5
2017-05-04 15:00:00,0,0,0,14.5,0,10,4.9,8.7,53,1026,2,18,2,50,2,11,1,40000,999,2
2017-05-04 16:00:00,0,0,0,14.4,0,9.9,4.9,8.6,52,1025.4,2,17,2,60,2,11,1,45000,999,2
2017-05-04 17:00:00,0,0,0,13.7,0,9.7,5.1,8.8,56,1025.4,2,17,2,60,2,11,1,45000,999,1
2017-05-04 18:00:00,0,0,0,13.2,0,9,4,8.1,54,1025.6,2,19,2,70,2,11,1,45000,999,1
2017-05-04 19:00:00,0,0,0,12.2,0,8.4,3.6,8,56,1025.7,2,18,2,80,2,11,1,45000,999,1
2017-05-04 20:00:00,0,0,0,11.1,0,7.4,2.6,7.3,56,1026,2,18,2,80,2,11,0.2,45000,999,1
2017-05-04 21:00:00,0,0,0,10.1,0,7.1,3.3,7.7,62,1026.4,2,20,2,80,2,11,0,45000,999,1
2017-05-04 22:00:00,0,0,0,9.4,0,7.4,4.9,8.7,74,1026.5,2,20,2,80,2,11,0,45000,999,1
2017-05-04 23:00:00,0,0,0,8.9,0,7.3,5.3,8.9,78,1026.7,2,20,2,80,2,11,0,40000,999,1
2017-05-05 00:00:00,0,0,0,8.6,0,7,4.9,8.7,78,1026.9,2,21,2,80,2,11,0,40000,999,1
2017-05-05 01:00:00,0,0,0,8.1,0,6.6,4.7,8.5,79,1027,2,19,2,80,2,11,0,40000,999,1
2017-05-05 02:00:00,0,0,0,7.7,0,6.4,4.7,8.6,82,1026.9,2,18,2,80,2,11,0,40000,999,1
2017-05-05 03:00:00,0,0,0,7.6,0,6.3,4.6,8.5,82,1026.7,2,17,2,80,2,11,0,35000,16,4
2017-05-05 04:00:00,0,0,0,7.6,0,6.4,4.8,8.6,83,1026.7,2,17,2,70,2,11,0,35000,16,6
2017-05-05 05:00:00,0,0,0,7.6,0,6.4,4.9,8.6,83,1026.8,2,16,2,80,2,11,0.1,20000,16,6
2017-05-05 06:00:00,0,0,0,8.2,0,6.8,5.1,8.8,81,1026.8,2,16,2,80,2,11,0.7,18000,16,6
2017-05-05 07:00:00,0,0,0,9.4,0,7.6,5.5,9,76,1026.6,2,17,2,80,2,11,0.7,17000,17,4
2017-05-05 08:00:00,0,0,0,9.5,0,7.7,5.5,9.1,76,1026.5,2,19,2,80,2,11,1,20000,250,5
2017-05-05 09:00:00,0,0,0,10.5,0,8.3,5.7,9.2,72,1026.1,2,19,2,70,2,11,1,25000,20,6
2017-05-05 10:00:00,0,0,0,10.7,0,8.5,5.9,9.3,73,1025.9,2,19,2,70,2,11,0.6,25000,20,6
2017-05-05 11:00:00,0,0,0,11.5,0,8.3,4.5,8.4,62,1025.3,2,20,2,70,2,11,1,25000,250,4
2017-05-05 12:00:00,0,0,0,11.6,0,8.7,5.2,8.9,65,1024.7,2,21,2,70,2,11,1,25000,999,3
2017-05-05 13:00:00,0,0,0,12.4,0,8.5,3.6,8,55,1023.9,2,22,2,70,2,11,1,25000,999,3
2017-05-05 14:00:00,0,0,0,12.9,0,9,4.3,8.4,56,1022.7,2,21,2,70,2,11,1,40000,999,3
2017-05-05 15:00:00,0,0,0,13.1,0,8.9,3.7,8,53,1021.8,2,19,2,60,2,11,1,40000,999,3
2017-05-05 16:00:00,0,0,0,13.4,0,8.6,2.6,7.3,48,1020.8,2,20,2,60,2,11,1,40000,999,3
2017-05-05 17:00:00,0,0,0,13.1,0,8.5,2.7,7.4,49,1020.5,2,19,2,60,2,11,1,40000,999,3
2017-05-05 18:00:00,0,0,0,12.3,0,8.3,3.3,7.7,54,1019.6,2,18,2,60,2,11,1,40000,999,3
2017-05-05 19:00:00,0,0,0,11.5,0,8.3,4.4,8.4,62,1019,2,17,2,60,2,11,1,40000,999,3
2017-05-05 20:00:00,0,0,0,10.6,0,8.1,5,8.8,69,1018.7,2,18,2,60,2,11,0.3,40000,999,3
2017-05-05 21:00:00,0,0,0,10.3,0,7.9,5.1,8.7,70,1018.6,2,19,2,70,2,11,0,40000,999,3
2017-05-05 22:00:00,0,0,0,9.6,0,7.7,5.4,9,75,1018.5,2,17,2,70,2,11,0,30000,999,2
2017-05-05 23:00:00,0,0,0,9.1,0,6.9,4.1,8.2,71,1018.2,2,16,2,70,2,11,0,30000,999,2
2017-05-06 00:00:00,0,0,0,8.7,0,6.6,4,8.1,72,1017.8,2,16,2,70,2,11,0,30000,999,1
2017-05-06 01:00:00,0,0,0,8.2,0,6.2,3.6,7.9,72,1017.4,2,16,2,70,2,11,0,30000,999,1
2017-05-06 02:00:00,0,0,0,7.9,0,5.9,3.1,7.7,72,1016.7,2,17,2,70,2,11,0,30000,999,1
2017-05-06 03:00:00,0,0,0,7.9,0,5.9,3.2,7.7,72,1016.6,2,18,2,70,2,11,0,30000,999,2
2017-05-06 04:00:00,0,0,0,7.4,0,5.7,3.5,7.8,76,1016.5,2,18,2,80,2,11,0,30000,18,5
2017-05-06 05:00:00,0,0,0,7.9,0,6.3,4.3,8.3,78,1016.6,2,19,2,80,2,11,0,25000,15,6
2017-05-06 06:00:00,0,0,0,8,0,6.2,3.9,8,75,1016.6,2,19,2,80,2,11,0,25000,16,7
2017-05-06 07:00:00,0,0,0,8.1,0,6.5,4.4,8.4,78,1016.6,2,17,2,70,2,11,0.1,25000,16,7
2017-05-06 08:00:00,0,0,0,8.7,0,6.9,4.6,8.5,76,1016.8,2,18,2,70,2,11,0,20000,15,7
2017-05-06 09:00:00,0,0,0,8.8,0,7,4.7,8.6,76,1016.9,2,17,2,70,2,11,0,20000,17,7
2017-05-06 10:00:00,0,0,0,10.2,0,8.3,6.2,9.4,76,1016.9,2,18,2,60,2,11,0,25000,16,7
2017-05-06 11:00:00,0,0,0,10.2,0,7.9,5.1,8.8,71,1017.1,2,18,2,60,2,11,0.1,25000,16,7
2017-05-06 12:00:00,0,0,0,10.4,0,8,5.1,8.8,70,1017.3,2,18,2,50,2,11,0,25000,16,7
2017-05-06 13:00:00,0,0,0,11.1,0,8.5,5.4,9,68,1017.3,2,16,2,60,2,11,0.1,25000,30,7
2017-05-06 14:00:00,0,0,0,13.3,0,9.7,5.7,9.1,60,1017.1,2,17,2,70,2,11,0.6,25000,200,6
2017-05-06 15:00:00,0,0,0,11.8,0,8.6,4.9,8.6,62,1017.4,2,16,2,70,2,11,0.1,25000,200,6
2017-05-06 16:00:00,0,0,0,11.4,0,8.5,5.2,8.8,65,1017.7,2,13,2,70,2,11,0,25000,40,7
2017-05-06 17:00:00,0,0,0,11.5,0,8.4,4.7,8.5,63,1017.8,2,11,2,50,2,11,0,25000,40,7
2017-05-06 18:00:00,0,0,0,11.6,0,7.9,3.2,7.7,56,1017.9,2,10,2,70,2,11,0.2,25000,40,7
2017-05-06 19:00:00,0,0,0,10.9,0,7.8,3.9,8.1,62,1018.6,2,8,2,70,2,11,0,25000,40,7
2017-05-06 20:00:00,0,0,0,10.2,0,8.1,5.6,9.1,73,1019.2,2,6,2,40,2,11,0,25000,50,7
2017-05-06 21:00:00,0,0,0,9.7,0,8.3,6.6,9.8,82,1019.6,2,5,2,360,2,11,0,25000,45,7
2017-05-06 22:00:00,0,0,0,9.4,0,7.9,6.1,9.4,80,1019.9,2,4,2,350,2,11,0,25000,45,7
2017-05-06 23:00:00,0,0,0,9,0,7.7,6.2,9.5,82,1020.4,2,5,2,10,2,11,0,25000,45,7
2017-05-07 00:00:00,0,0,0,9.1,0,8,6.8,9.8,85,1020.8,2,6,2,30,2,11,0,25000,45,7
2017-05-07 01:00:00,0,0,0,9.2,0,8.1,6.8,9.9,85,1021,2,5,2,40,2,11,0,25000,45,7
2017-05-07 02:00:00,0,0,0,7.9,0,6.9,5.7,9.1,86,1021.4,2,4,2,10,2,11,0,25000,45,7
2017-05-07 03:00:00,0,0,0,5.3,0,4.9,4.4,8.3,94,1021.6,2,4,2,360,2,11,0,25000,999,3
2017-05-07 04:00:00,0,0,0,3.6,0,3.3,2.9,7.5,95,1021.9,2,5,2,10,2,11,0,25000,999,3
2017-05-07 05:00:00,0,0,0,2.6,0,2.4,2,7.1,96,1022.4,2,2,2,310,2,11,0.4,25000,999,1
2017-05-07 06:00:00,0,0,0,6.3,0,6.1,5.8,9.3,97,1022.9,2,3,2,310,2,11,1,30000,999,1
2017-05-07 07:00:00,0,0,0,9.6,0,8.5,7.2,10.2,85,1023.5,2,3,2,310,2,11,1,30000,999,1
2017-05-07 08:00:00,0,0,0,12.5,0,8.8,4.4,8.4,58,1023.7,2,2,2,320,2,11,1,30000,999,1
2017-05-07 09:00:00,0,0,0,13.5,0,9.3,4.4,8.4,54,1023.8,2,3,2,310,2,11,1,30000,999,0
2017-05-07 10:00:00,0,0,0,14.8,0,9.8,3.9,8.1,48,1024.1,2,4,2,300,2,11,1,30000,999,1
2017-05-07 11:00:00,0,0,0,16.3,0,10.7,4.4,8.4,45,1024.1,2,4,2,310,2,11,1,30000,999,0
2017-05-07 12:00:00,0,0,0,16.9,0,10.9,4.3,8.2,43,1024.1,2,4,2,50,2,11,1,30000,999,1
2017-05-07 13:00:00,0,0,0,17.3,0,11.8,6.2,9.4,48,1024.1,2,7,2,100,2,11,1,35000,999,1
2017-05-07 14:00:00,0,0,0,17.8,0,11.7,5.3,8.9,44,1024.2,2,7,2,100,2,11,1,35000,999,1
2017-05-07 15:00:00,0,0,0,17.7,0,11.3,4.3,8.3,41,1024,2,8,2,110,2,11,1,45000,999,1
2017-05-07 16:00:00,0,0,0,17.7,0,11.4,4.4,8.4,42,1024.1,2,7,2,110,2,11,1,45000,999,1
2017-05-07 17:00:00,0,0,0,18,0,11.3,3.8,8,39,1024.1,2,6,2,130,2,11,1,45000,999,1
2017-05-07 18:00:00,0,0,0,17.4,0,10.4,1.8,7,35,1024.2,2,7,2,150,2,11,1,45000,999,1
2017-05-07 19:00:00,0,0,0,16.4,0,9.7,1.3,6.7,36,1024.5,2,6,2,140,2,11,1,45000,999,1
2017-05-07 20:00:00,0,0,0,12.9,0,8.6,3.2,7.7,52,1025.1,2,6,2,130,2,11,0.4,45000,999,1
2017-05-07 21:00:00,0,0,0,8.2,0,6,3.1,7.6,70,1025.9,2,8,2,110,2,11,0,45000,999,1
2017-05-07 22:00:00,0,0,0,7.8,0,5.7,2.8,7.5,71,1026.6,2,7,2,100,2,11,0,45000,999,1
2017-05-07 23:00:00,0,0,0,6.4,0,4.9,2.7,7.5,78,1027.1,2,5,2,100,2,11,0,40000,999,1
2017-05-08 00:00:00,0,0,0,5.3,0,4.3,2.8,7.5,84,1027.3,2,2,2,110,2,11,0,40000,999,1
2017-05-08 01:00:00,0,0,0,5.1,0,4.6,4,8.1,92,1027.3,2,5,2,60,2,11,0,40000,999,1
2017-05-08 02:00:00,0,0,0,4.9,0,4.4,3.7,8,92,1027.7,2,6,2,60,2,11,0,40000,999,1
2017-05-08 03:00:00,0,0,0,4.8,0,4.5,4,8.2,95,1027.9,2,7,2,60,2,11,0,40000,999,1
2017-05-08 04:00:00,0,0,0,7.3,0,7.2,7,10.1,99,1028.3,2,8,2,70,2,11,0,40000,999,1
2017-05-08 05:00:00,3,0,0,7.7,0,7,6.2,9.5,90,1028.9,2,10,2,70,2,11,0,40000,999,1
2017-05-08 06:00:00,0,0,0,9.2,0,7.6,5.7,9.2,79,1029.3,2,9,2,70,2,11,0,20000,33,5
2017-05-08 07:00:00,0,0,0,9.8,0,7.9,5.7,9.1,75,1029.9,2,10,2,80,2,11,0.5,25000,28,4
2017-05-08 08:00:00,0,0,0,10.4,0,7.9,4.9,8.7,69,1030.4,2,13,2,70,2,11,0.5,25000,999,3
2017-05-08 09:00:00,0,0,0,10.5,0,8.2,5.4,9,71,1030.8,2,11,2,60,2,11,0.6,25000,999,3
2017-05-08 10:00:00,0,0,0,10.9,0,8.1,4.6,8.6,66,1031.1,2,12,2,60,2,11,1,25000,999,3
2017-05-08 11:00:00,0,0,0,11.1,0,7.9,4,8.1,61,1031.3,2,13,2,80,2,11,1,25000,999,1
2017-05-08 12:00:00,0,0,0,11.3,0,8.5,5.3,8.9,66,1031.5,2,13,2,70,2,11,1,25000,999,1
2017-05-08 13:00:00,0,0,0,11.6,0,8.7,5.4,8.9,65,1031.3,2,13,2,70,2,11,1,25000,999,1
2017-05-08 14:00:00,0,0,0,11.6,0,8.1,3.7,8,59,1031.1,2,12,2,60,2,11,1,25000,999,1
2017-05-08 15:00:00,0,0,0,11.3,0,8.5,5.1,8.9,66,1030.6,2,13,2,60,2,11,1,25000,999,2
2017-05-08 16:00:00,0,0,0,11.5,0,8.5,5,8.7,64,1030.5,2,12,2,70,2,11,1,25000,999,1
2017-05-08 17:00:00,0,0,0,11,0,7.4,2.7,7.4,57,1030.1,2,13,2,50,2,11,1,30000,999,0
2017-05-08 18:00:00,0,0,0,10.6,0,7.5,3.5,7.9,62,1029.9,2,11,2,70,2,11,1,30000,999,1
2017-05-08 19:00:00,0,0,0,9.6,0,7,3.6,7.9,66,1030.1,2,10,2,60,2,11,1,30000,999,0
2017-05-08 20:00:00,0,0,0,7.7,0,6.1,3.9,8.1,77,1030.1,2,8,2,50,2,11,0.4,30000,999,0
2017-05-08 21:00:00,0,0,0,6.4,0,5.4,4,8.2,85,1030.1,2,9,2,40,2,11,0,20000,999,1
2017-05-08 22:00:00,0,0,0,6.2,0,5.6,4.7,8.6,91,1030.1,2,8,2,40,2,11,0,20000,999,1
2017-05-08 23:00:00,3,0,0,6,0,5.6,5.1,8.8,94,1030,2,8,2,40,2,11,0,18000,999,1
2017-05-09 00:00:00,3,0,0,5.2,0,4.7,3.9,8.1,92,1029.5,2,7,2,60,2,11,0,18000,999,1
2017-05-09 01:00:00,3,0,0,5.6,0,5.2,4.7,8.5,94,1029.1,2,7,2,60,2,11,0,18000,999,1
2017-05-09 02:00:00,3,0,0,2.5,0,2.2,1.8,6.9,95,1028.8,2,6,2,70,2,11,0,18000,999,1
2017-05-09 03:00:00,3,0,0,3.1,0,3,2.8,7.5,98,1028.5,2,5,2,90,2,11,0,18000,999,1
2017-05-09 04:00:00,3,0,0,3.7,0,3.5,3.3,7.7,97,1027.9,2,4,2,90,10,0,0,15000,999,1
2017-05-09 05:00:00,3,0,0,5.7,0,5.4,5,8.7,95,1027.4,2,7,2,80,10,0,0.2,15000,999,1
2017-05-09 06:00:00,0,0,0,7.5,0,6.8,5.9,9.3,90,1027.1,2,7,2,90,2,11,1,16000,999,2
2017-05-09 07:00:00,0,0,0,9.1,0,7.6,5.8,9.2,80,1026.8,2,9,2,100,2,11,1,16000,30,5
2017-05-09 08:00:00,0,0,0,9.7,0,7.7,5.4,8.9,74,1026.6,2,9,2,100,2,11,1,20000,23,4
2017-05-09 09:00:00,0,0,0,10.2,0,7.7,4.6,8.5,68,1026.1,2,7,2,90,2,11,0.7,20000,23,5
2017-05-09 10:00:00,0,0,0,9.8,0,7.4,4.4,8.4,69,1025.8,2,7,2,70,2,11,0.4,20000,26,7
2017-05-09 11:00:00,0,0,0,10.2,0,7.5,4.2,8.2,66,1025.2,2,8,2,80,2,11,0.3,20000,26,7
2017-05-09 12:00:00,0,0,0,10.9,0,8.3,5.3,8.9,68,1024.3,2,8,2,80,2,11,0.7,25000,26,7
2017-05-09 13:00:00,0,0,0,11.8,0,8.8,5.2,8.9,65,1023.3,2,7,2,90,2,11,1,22000,999,1
2017-05-09 14:00:00,0,0,0,11.9,0,8.3,3.9,8.1,58,1022.3,2,7,2,110,2,11,1,22000,999,1
2017-05-09 15:00:00,0,0,0,11.6,0,8.3,4.4,8.3,61,1021.4,2,8,2,100,2,11,1,22000,999,1
2017-05-09 16:00:00,0,0,0,11.2,0,8,4,8.2,61,1020.3,2,8,2,80,2,11,1,20000,999,1
2017-05-09 17:00:00,0,0,0,10.7,0,7.5,3.5,7.8,61,1019.5,2,7,2,90,2,11,1,20000,999,1
2017-05-09 18:00:00,0,0,0,9.9,0,7.2,3.8,8,66,1018.8,2,7,2,100,2,11,1,20000,999,1
